<DATE>,<HIGH>,<LOW>,<CLOSE>,<TICKVOL>,<VOL>,<SPREAD>
2014.09.23,1.28488,1.29005,1.28420,1.28459,46540,
2014.09.24,1.28460,1.28631,1.27735,1.27794,48749,
2014.09.25,1.27795,1.27825,1.26977,1.27501,59094,
2014.09.26,1.27500,1.27601,1.26762,1.26819,50444,
2014.09.29,1.26818,1.27142,1.26631,1.26847,51288,
2014.09.30,1.26846,1.27016,1.25704,1.26298,60044,
2014.10.01,1.26300,1.26390,1.25828,1.26217,61142,
2014.10.02,1.26215,1.26983,1.26132,1.26679,73679,
2014.10.03,1.26680,1.26739,1.24999,1.25154,56703,
2014.10.06,1.25119,1.26738,1.25082,1.26541,55701,
2014.10.07,1.26541,1.26813,1.25831,1.26681,73311,
2014.10.08,1.26691,1.27481,1.26220,1.27329,80526,
2014.10.09,1.27326,1.27906,1.26636,1.26900,83818,
2014.10.10,1.26900,1.27152,1.26048,1.26276,64788,
2014.10.13,1.26302,1.27604,1.26200,1.27511,61850,
2014.10.14,1.27508,1.27674,1.26394,1.26569,71784,
2014.10.15,1.26569,1.28860,1.26241,1.28368,94368,
2014.10.16,1.28369,1.28442,1.27052,1.28080,93036,
2014.10.17,1.28079,1.28362,1.27431,1.27599,60085,
2014.10.20,1.27501,1.28161,1.27306,1.27990,53782,
2014.10.21,1.27991,1.28397,1.27138,1.27151,63302,
2014.10.22,1.27151,1.27390,1.26365,1.26469,63625,
2014.10.23,1.26489,1.26756,1.26129,1.26452,68111,
2014.10.24,1.26454,1.26950,1.26342,1.26695,50139,
2014.10.27,1.26728,1.27225,1.26650,1.26966,50766,
2014.10.28,1.26967,1.27638,1.26839,1.27327,55064,
2014.10.29,1.27326,1.27699,1.26258,1.26356,55214,
2014.10.30,1.26352,1.26387,1.25469,1.26126,68944,
2014.10.31,1.26125,1.26151,1.24853,1.25189,82969,
2014.11.03,1.25054,1.25131,1.24404,1.24802,72458,
2014.11.04,1.24801,1.25768,1.24801,1.25450,72707,
2014.11.05,1.25449,1.25666,1.24570,1.24852,80402,
2014.11.06,1.24850,1.25326,1.23643,1.23739,92974,
2014.11.07,1.23740,1.24688,1.23573,1.24543,91405,
2014.11.10,1.24699,1.25083,1.24181,1.24194,68916,
2014.11.11,1.24194,1.24984,1.23940,1.24738,70500,
2014.11.12,1.24740,1.24972,1.24188,1.24370,86019,
2014.11.13,1.24369,1.24909,1.24258,1.24756,72668,
2014.11.14,1.24757,1.25451,1.23982,1.25237,83996,
2014.11.17,1.25312,1.25767,1.24447,1.24483,73436,
2014.11.18,1.24483,1.25442,1.24430,1.25338,69918,
2014.11.19,1.25339,1.25993,1.25117,1.25528,76320,
2014.11.20,1.25529,1.25743,1.25038,1.25379,85716,
2014.11.21,1.25378,1.25675,1.23745,1.23897,87845,
2014.11.24,1.23623,1.24441,1.23620,1.24411,67312,
2014.11.25,1.24411,1.24861,1.24017,1.24734,70676,
2014.11.26,1.24733,1.25305,1.24432,1.25050,69624,
2014.11.27,1.25046,1.25229,1.24641,1.24661,53348,
2014.11.28,1.24661,1.24896,1.24258,1.24501,67679,
2014.12.01,1.24607,1.25061,1.24189,1.24685,76637,
2014.12.02,1.24686,1.24754,1.23763,1.23819,65864,
2014.12.03,1.23817,1.23900,1.23006,1.23097,74949,
2014.12.04,1.23096,1.24556,1.22802,1.23779,80445,
2014.12.05,1.23778,1.23922,1.22706,1.22835,73163,
2014.12.08,1.22864,1.23432,1.22467,1.23147,70226,
2014.12.09,1.23146,1.24469,1.22915,1.23738,90377,
2014.12.10,1.23737,1.24476,1.23614,1.24469,91980,
2014.12.11,1.24470,1.24942,1.23696,1.24100,99304,
2014.12.12,1.24100,1.24844,1.23837,1.24600,89886,
2014.12.15,1.24733,1.24779,1.24140,1.24362,92716,
2014.12.16,1.24363,1.25688,1.24333,1.25095,100242,
2014.12.17,1.25083,1.25150,1.23206,1.23439,86333,
2014.12.18,1.23400,1.23519,1.22651,1.22851,89555,
2014.12.19,1.22851,1.23014,1.22197,1.22261,81730,
2014.12.22,1.22225,1.22719,1.22160,1.22286,59792,
2014.12.23,1.22289,1.22450,1.21642,1.21717,62454,
2014.12.24,1.21717,1.22194,1.21688,1.21888,43867,
2014.12.26,1.22081,1.22103,1.21681,1.21788,25517,
2014.12.29,1.21802,1.22203,1.21424,1.21509,55660,
2014.12.30,1.21508,1.21867,1.21234,1.21564,63081,
2014.12.31,1.21560,1.21690,1.20968,1.20990,47205,
2015.01.02,1.20538,1.20690,1.19997,1.20014,53082,
2015.01.05,1.19455,1.19757,1.18642,1.19317,95138,
2015.01.06,1.19318,1.19682,1.18836,1.18887,91697,
2015.01.07,1.18889,1.18956,1.18014,1.18386,98091,
2015.01.08,1.18386,1.18467,1.17536,1.17899,82607,
2015.01.09,1.17901,1.18450,1.17623,1.18402,91033,
2015.01.12,1.18481,1.18702,1.17856,1.18325,80994,
2015.01.13,1.18324,1.18589,1.17529,1.17718,93072,
2015.01.14,1.17712,1.18451,1.17267,1.17881,101188,
2015.01.15,1.17882,1.17921,1.15673,1.16298,123476,
2015.01.16,1.16305,1.16479,1.14594,1.15650,121343,
2015.01.19,1.15532,1.16381,1.15506,1.16060,80164,
2015.01.20,1.16038,1.16138,1.15396,1.15479,85584,
2015.01.21,1.15480,1.16790,1.15405,1.16086,95042,
2015.01.22,1.16090,1.16485,1.13156,1.13639,108286,
2015.01.23,1.13619,1.13731,1.11145,1.12032,118902,
2015.01.26,1.11500,1.12945,1.10970,1.12373,100138,
2015.01.27,1.12377,1.14219,1.12230,1.13794,102176,
2015.01.28,1.13764,1.13821,1.12755,1.12858,98938,
2015.01.29,1.12857,1.13670,1.12612,1.13184,90368,
2015.01.30,1.13154,1.13628,1.12767,1.12844,88778,
2015.02.02,1.13079,1.13608,1.12915,1.13400,78713,
2015.02.03,1.13398,1.15333,1.13122,1.14774,93195,
2015.02.04,1.14771,1.14840,1.13149,1.13429,87249,
2015.02.05,1.13425,1.14982,1.13032,1.14757,81309,
2015.02.06,1.14755,1.14848,1.13108,1.13127,65277,
2015.02.09,1.12938,1.13588,1.12694,1.13221,61922,
2015.02.10,1.13230,1.13444,1.12723,1.13196,61271,
2015.02.11,1.13190,1.13464,1.12792,1.13335,55782,
2015.02.12,1.13326,1.14221,1.13011,1.14020,71776,
2015.02.13,1.14012,1.14422,1.13791,1.13875,66713,
2015.02.16,1.13917,1.14282,1.13186,1.13516,51910,
2015.02.17,1.13532,1.14482,1.13212,1.14098,70812,
2015.02.18,1.14095,1.14150,1.13334,1.13956,70594,
2015.02.19,1.13958,1.14493,1.13548,1.13668,73367,
2015.02.20,1.13625,1.14285,1.12785,1.13783,87068,
2015.02.23,1.13939,1.13950,1.12946,1.13336,67925,
2015.02.24,1.13334,1.13574,1.12889,1.13394,76813,
2015.02.25,1.13392,1.13879,1.13351,1.13601,72610,
2015.02.26,1.13596,1.13789,1.11832,1.11970,78974,
2015.02.27,1.11969,1.12446,1.11757,1.11932,82078,
2015.03.02,1.11813,1.12400,1.11595,1.11828,67501,
2015.03.03,1.11821,1.12169,1.11541,1.11749,71657,
2015.03.04,1.11749,1.11850,1.10611,1.10767,75548,
2015.03.05,1.10765,1.11128,1.09868,1.10283,84858,
2015.03.06,1.10244,1.10320,1.08385,1.08404,85220,
2015.03.09,1.08331,1.09059,1.08221,1.08517,73363,
2015.03.10,1.08517,1.08549,1.06668,1.06784,104217,
2015.03.11,1.06789,1.07161,1.05107,1.05442,111243,
2015.03.12,1.05443,1.06828,1.04939,1.06238,111886,
2015.03.13,1.06238,1.06331,1.04617,1.04942,96275,
2015.03.16,1.04910,1.06189,1.04789,1.05664,84194,
2015.03.17,1.05663,1.06502,1.05508,1.05963,78227,
2015.03.18,1.05963,1.10447,1.05794,1.08283,99666,
2015.03.19,1.08307,1.09186,1.06125,1.06561,123590,
2015.03.20,1.06562,1.08817,1.06551,1.08200,94448,
2015.03.23,1.08667,1.09708,1.07668,1.09436,107731,
2015.03.24,1.09439,1.10288,1.08898,1.09176,105299,
2015.03.25,1.09184,1.10136,1.09002,1.09708,91205,
2015.03.26,1.09709,1.10520,1.08559,1.08741,102907,
2015.03.27,1.08741,1.09480,1.08003,1.08862,96210,
2015.03.30,1.08843,1.08945,1.08097,1.08320,83045,
2015.03.31,1.08319,1.08450,1.07126,1.07307,87169,
2015.04.01,1.07309,1.07995,1.07180,1.07624,89392,
2015.04.02,1.07624,1.09048,1.07500,1.08792,81721,
2015.04.03,1.08802,1.10262,1.08633,1.09680,47515,
2015.04.06,1.09982,1.10352,1.09097,1.09212,50861,
2015.04.07,1.09213,1.09544,1.08032,1.08138,90259,
2015.04.08,1.08139,1.08868,1.07628,1.07796,94239,
2015.04.09,1.07794,1.07882,1.06373,1.06582,85164,
2015.04.10,1.06574,1.06833,1.05674,1.06022,82158,
2015.04.13,1.05853,1.06185,1.05201,1.05659,84000,
2015.04.14,1.05659,1.07066,1.05312,1.06539,89200,
2015.04.15,1.06533,1.07012,1.05707,1.06826,94401,
2015.04.16,1.06827,1.08168,1.06238,1.07601,109187,
2015.04.17,1.07595,1.08483,1.07330,1.08051,96473,
2015.04.20,1.08167,1.08195,1.07116,1.07379,80207,
2015.04.21,1.07418,1.07806,1.06596,1.07334,85277,
2015.04.22,1.07330,1.08004,1.07080,1.07252,85804,
2015.04.23,1.07207,1.08452,1.06658,1.08240,92599,
2015.04.24,1.08220,1.08995,1.07842,1.08691,91131,
2015.04.27,1.08615,1.09262,1.08190,1.08868,76773,
2015.04.28,1.08886,1.09903,1.08597,1.09785,78933,
2015.04.29,1.09769,1.11874,1.09588,1.11261,80492,
2015.04.30,1.11279,1.12651,1.10708,1.12223,86169,
2015.05.01,1.12190,1.12892,1.11739,1.11964,67167,
2015.05.04,1.11921,1.12241,1.11223,1.11467,70225,
2015.05.05,1.11444,1.12225,1.10659,1.11845,90147,
2015.05.06,1.11844,1.13691,1.11745,1.13462,107925,
2015.05.07,1.13456,1.13913,1.12367,1.12660,114343,
2015.05.08,1.12651,1.12861,1.11785,1.12087,112880,
2015.05.11,1.11993,1.12055,1.11305,1.11541,94985,
2015.05.12,1.11530,1.12783,1.11339,1.12124,96025,
2015.05.13,1.12124,1.13822,1.12018,1.13535,104287,
2015.05.14,1.13535,1.14443,1.13402,1.14094,109016,
2015.05.15,1.14093,1.14665,1.13234,1.14465,108092,
2015.05.18,1.14484,1.14484,1.12980,1.13139,99753,
2015.05.19,1.13142,1.13258,1.11185,1.11489,117776,
2015.05.20,1.11489,1.11515,1.10616,1.10931,129392,
2015.05.21,1.10927,1.11808,1.10792,1.11112,112652,
2015.05.22,1.11100,1.12076,1.10017,1.10140,104428,
2015.05.25,1.10051,1.10088,1.09586,1.09768,57043,
2015.05.26,1.09764,1.09801,1.08627,1.08719,116605,
2015.05.27,1.08719,1.09285,1.08186,1.09034,108581,
2015.05.28,1.09032,1.09580,1.08668,1.09472,118371,
2015.05.29,1.09474,1.10053,1.09253,1.09897,101760,
2015.06.01,1.09834,1.09884,1.08866,1.09257,104673,
2015.06.02,1.09255,1.11919,1.09153,1.11500,123003,
2015.06.03,1.11501,1.12847,1.10786,1.12736,118685,
2015.06.04,1.12733,1.13792,1.12219,1.12371,130693,
2015.06.05,1.12372,1.12793,1.10488,1.11165,198345,
2015.06.08,1.11019,1.13063,1.10839,1.12902,156009,
2015.06.09,1.12903,1.13445,1.12135,1.12818,178857,
2015.06.10,1.12818,1.13858,1.12596,1.13232,201229,
2015.06.11,1.13228,1.13309,1.11808,1.12570,169963,
2015.06.12,1.12570,1.12959,1.11510,1.12599,170637,
2015.06.15,1.12133,1.12938,1.11885,1.12822,150292,
2015.06.16,1.12819,1.13294,1.12042,1.12469,139259,
2015.06.17,1.12467,1.13574,1.12048,1.13366,158779,
2015.06.18,1.13367,1.14368,1.13296,1.13597,173044,
2015.06.19,1.13582,1.13972,1.12913,1.13484,130977,
2015.06.22,1.13741,1.14095,1.13113,1.13397,135309,
2015.06.23,1.13398,1.13467,1.11344,1.11675,164217,
2015.06.24,1.11667,1.12342,1.11543,1.12035,144606,
2015.06.25,1.12034,1.12271,1.11530,1.12041,125960,
2015.06.26,1.12042,1.12193,1.11295,1.11716,121950,
2015.06.29,1.10029,1.12772,1.09541,1.12347,197133,
2015.06.30,1.12354,1.12434,1.11114,1.11422,169535,
2015.07.01,1.11443,1.11708,1.10426,1.10519,144602,
2015.07.02,1.10520,1.11206,1.10319,1.10826,136047,
2015.07.03,1.10826,1.11173,1.10639,1.11038,105484,
2015.07.06,1.09795,1.10950,1.09688,1.10551,153172,
2015.07.07,1.10551,1.10581,1.09158,1.10103,173404,
2015.07.08,1.10104,1.10925,1.09734,1.10756,160059,
2015.07.09,1.10754,1.11245,1.09910,1.10353,142864,
2015.07.10,1.10353,1.12153,1.10300,1.11541,157204,
2015.07.13,1.10959,1.11963,1.09948,1.10001,150693,
2015.07.14,1.10001,1.10808,1.09649,1.10082,143345,
2015.07.15,1.10082,1.10349,1.09293,1.09477,142246,
2015.07.16,1.09483,1.09620,1.08549,1.08730,142225,
2015.07.17,1.08731,1.09063,1.08281,1.08299,117762,
2015.07.20,1.08332,1.08695,1.08078,1.08245,114903,
2015.07.21,1.08243,1.09681,1.08109,1.09345,128422,
2015.07.22,1.09339,1.09659,1.08687,1.09281,134187,
2015.07.23,1.09281,1.10175,1.09211,1.09827,146403,
2015.07.24,1.09827,1.09952,1.09248,1.09763,120195,
2015.07.27,1.09760,1.11285,1.09682,1.10868,133466,
2015.07.28,1.10869,1.10988,1.10214,1.10593,117220,
2015.07.29,1.10592,1.10835,1.09662,1.09821,122051,
2015.07.30,1.09823,1.09887,1.08928,1.09312,124603,
2015.07.31,1.09310,1.11137,1.09204,1.09830,144616,
2015.08.03,1.09787,1.09954,1.09408,1.09489,123213,
2015.08.04,1.09488,1.09872,1.08786,1.08800,134134,
2015.08.05,1.08809,1.09334,1.08472,1.09051,141431,
2015.08.06,1.09052,1.09432,1.08728,1.09238,118671,
2015.08.07,1.09221,1.09778,1.08549,1.09597,124002,
2015.08.10,1.09625,1.10409,1.09247,1.10181,114203,
2015.08.11,1.10185,1.10879,1.09599,1.10411,154485,
2015.08.12,1.10414,1.12130,1.10237,1.11563,160596,
2015.08.13,1.11566,1.11883,1.10796,1.11489,110376,
2015.08.14,1.11491,1.11882,1.10973,1.11130,90649,
2015.08.17,1.11197,1.11244,1.10578,1.10771,86266,
2015.08.18,1.10774,1.10931,1.10164,1.10209,79900,
2015.08.19,1.10208,1.11336,1.10171,1.11192,109073,
2015.08.20,1.11192,1.12441,1.11065,1.12401,117986,
2015.08.21,1.12400,1.13877,1.12285,1.13868,160531,
2015.08.24,1.13754,1.17134,1.13695,1.16173,256825,
2015.08.25,1.16173,1.16213,1.13955,1.15141,221154,
2015.08.26,1.15140,1.15604,1.12912,1.13122,213761,
2015.08.27,1.13119,1.13639,1.12026,1.12453,165974,
2015.08.28,1.12422,1.13092,1.11556,1.11850,133700,
2015.08.31,1.11755,1.12618,1.11692,1.12097,109498,
2015.09.01,1.12090,1.13317,1.12076,1.13132,170214,
2015.09.02,1.13132,1.13189,1.12160,1.12246,140559,
2015.09.03,1.12254,1.12428,1.10869,1.11223,133426,
2015.09.04,1.11223,1.11890,1.10881,1.11484,132858,
2015.09.07,1.11623,1.11770,1.11212,1.11687,89534,
2015.09.08,1.11688,1.12290,1.11521,1.12015,120621,
2015.09.09,1.12016,1.12157,1.11311,1.12055,128161,
2015.09.10,1.12056,1.12948,1.11712,1.12787,152177,
2015.09.11,1.12784,1.13490,1.12536,1.13322,127646,
2015.09.14,1.13268,1.13725,1.12828,1.13155,105333,
2015.09.15,1.13156,1.13281,1.12582,1.12676,114187,
2015.09.16,1.12675,1.13199,1.12136,1.12890,114891,
2015.09.17,1.12887,1.14406,1.12835,1.14337,146437,
2015.09.18,1.14337,1.14596,1.12688,1.12965,154223,
2015.09.21,1.12825,1.13294,1.11806,1.11887,118284,
2015.09.22,1.11885,1.12068,1.11125,1.11186,126135,
2015.09.23,1.11185,1.12130,1.11046,1.11846,132743,
2015.09.24,1.11847,1.12953,1.11638,1.12284,149851,
2015.09.25,1.12287,1.12305,1.11157,1.12009,147380,
2015.09.28,1.11928,1.12470,1.11455,1.12435,137888,
2015.09.29,1.12434,1.12807,1.11934,1.12472,148253,
2015.09.30,1.12468,1.12608,1.11568,1.11756,128129,
2015.10.01,1.11753,1.12085,1.11345,1.11938,119952,
2015.10.02,1.11936,1.13176,1.11499,1.12094,146766,
2015.10.05,1.12184,1.12887,1.11729,1.11857,135033,
2015.10.06,1.11857,1.12790,1.11714,1.12698,121657,
2015.10.07,1.12699,1.12834,1.12108,1.12366,129760,
2015.10.08,1.12365,1.13266,1.12338,1.12754,126232,
2015.10.09,1.12755,1.13868,1.12665,1.13586,132542,
2015.10.12,1.13609,1.13963,1.13548,1.13573,86173,
2015.10.13,1.13575,1.14105,1.13437,1.13782,110744,
2015.10.14,1.13775,1.14885,1.13769,1.14732,126101,
2015.10.15,1.14730,1.14942,1.13627,1.13883,63272,
2015.10.16,1.13827,1.13958,1.13337,1.13435,54203,
2015.10.19,1.13560,1.13784,1.13051,1.13266,52021,
2015.10.20,1.13273,1.13862,1.13226,1.13449,47878,
2015.10.21,1.13449,1.13767,1.13336,1.13381,47951,
2015.10.22,1.13384,1.13505,1.10997,1.11077,71777,
2015.10.23,1.11071,1.11391,1.09958,1.10136,73735,
2015.10.26,1.10050,1.10676,1.10032,1.10526,53099,
2015.10.27,1.10521,1.10780,1.10296,1.10461,51120,
2015.10.28,1.10447,1.10951,1.08960,1.09264,63901,
2015.10.29,1.09261,1.09859,1.09026,1.09857,65654,
2015.10.30,1.09858,1.10717,1.09649,1.10026,68246,
2015.11.02,1.10336,1.10518,1.09997,1.10142,41582,
2015.11.03,1.10143,1.10293,1.09360,1.09613,36309,
2015.11.04,1.09612,1.09671,1.08435,1.08648,54110,
2015.11.05,1.08648,1.08961,1.08330,1.08823,63167,
2015.11.06,1.08822,1.08929,1.07066,1.07358,62917,
2015.11.09,1.07262,1.07893,1.07192,1.07501,61361,
2015.11.10,1.07499,1.07633,1.06737,1.07229,60611,
2015.11.11,1.07227,1.07729,1.07052,1.07405,50205,
2015.11.12,1.07397,1.08291,1.06905,1.08114,61323,
2015.11.13,1.08127,1.08160,1.07133,1.07691,69354,
2015.11.16,1.07399,1.07572,1.06739,1.06858,67233,
2015.11.17,1.06852,1.06898,1.06300,1.06402,65416,
2015.11.18,1.06405,1.06913,1.06163,1.06576,68024,
2015.11.19,1.06589,1.07625,1.06546,1.07324,82447,
2015.11.20,1.07331,1.07379,1.06394,1.06451,74608,
2015.11.23,1.06390,1.06559,1.05919,1.06332,65165,
2015.11.24,1.06353,1.06725,1.06190,1.06417,67228,
2015.11.25,1.06424,1.06885,1.05652,1.06230,71918,
2015.11.26,1.06228,1.06264,1.05992,1.06088,45377,
2015.11.27,1.06089,1.06371,1.05680,1.05929,60356,
2015.11.30,1.05884,1.05943,1.05573,1.05627,65358,
2015.12.01,1.05631,1.06366,1.05626,1.06306,73892,
2015.12.02,1.06317,1.06358,1.05502,1.06102,77503,
2015.12.03,1.06131,1.09799,1.05199,1.09378,129111,
2015.12.04,1.09394,1.09553,1.08353,1.08800,134273,
2015.12.07,1.08712,1.08866,1.07954,1.08344,91194,
2015.12.08,1.08346,1.09016,1.08293,1.08902,94966,
2015.12.09,1.08909,1.10416,1.08781,1.10238,112195,
2015.12.10,1.10217,1.10244,1.09245,1.09377,98896,
2015.12.11,1.09401,1.10300,1.09257,1.09845,109956,
2015.12.14,1.09836,1.10480,1.09446,1.09907,114685,
2015.12.15,1.09904,1.10588,1.09039,1.09262,105869,
2015.12.16,1.09277,1.10104,1.08870,1.09094,116421,
2015.12.17,1.09093,1.09125,1.08019,1.08232,98368,
2015.12.18,1.08241,1.08737,1.08041,1.08728,97087,
2015.12.21,1.08514,1.09351,1.08455,1.09171,80459,
2015.12.22,1.09133,1.09809,1.09013,1.09559,79518,
2015.12.23,1.09560,1.09563,1.08692,1.09087,65210,
2015.12.24,1.09093,1.09665,1.09024,1.09519,39248,
2015.12.28,1.09512,1.09917,1.09441,1.09655,51012,
2015.12.29,1.09647,1.09909,1.08983,1.09195,59608,
2015.12.30,1.09197,1.09429,1.09011,1.09307,62169,
2015.12.31,1.09308,1.09363,1.08523,1.08640,42229,
2016.01.04,1.08721,1.09455,1.07804,1.08287,102524,
2016.01.05,1.08269,1.08380,1.07099,1.07413,83246,
2016.01.06,1.07447,1.07986,1.07111,1.07764,96092,
2016.01.07,1.07802,1.09393,1.07702,1.09288,117174,
2016.01.08,1.09297,1.09322,1.08025,1.09188,108136,
2016.01.11,1.09184,1.09684,1.08471,1.08584,95605,
2016.01.12,1.08583,1.08994,1.08190,1.08521,104666,
2016.01.13,1.08564,1.08876,1.08041,1.08722,111243,
2016.01.14,1.08760,1.09423,1.08356,1.08611,118557,
2016.01.15,1.08649,1.09823,1.08539,1.09166,115474,
2016.01.18,1.09195,1.09266,1.08681,1.08902,82167,
2016.01.19,1.08902,1.09383,1.08585,1.09057,97539,
2016.01.20,1.09057,1.09751,1.08765,1.08886,114492,
2016.01.21,1.08857,1.09203,1.07768,1.08741,114518,
2016.01.22,1.08741,1.08760,1.07888,1.07962,85456,
2016.01.25,1.07924,1.08567,1.07870,1.08483,70023,
2016.01.26,1.08476,1.08737,1.08183,1.08681,65232,
2016.01.27,1.08681,1.09160,1.08500,1.08928,72866,
2016.01.28,1.08926,1.09670,1.08692,1.09388,67028,
2016.01.29,1.09389,1.09476,1.08109,1.08328,75289,
2016.02.01,1.08321,1.09092,1.08141,1.08868,76237,
2016.02.02,1.08869,1.09365,1.08833,1.09165,73146,
2016.02.03,1.09164,1.11448,1.09031,1.11030,75629,
2016.02.04,1.11031,1.12382,1.10690,1.12080,85146,
2016.02.05,1.12080,1.12441,1.11083,1.11462,83237,
2016.02.08,1.11419,1.12152,1.10860,1.11920,87068,
2016.02.09,1.11920,1.13319,1.11672,1.12922,103415,
2016.02.10,1.12919,1.13108,1.11599,1.12929,100685,
2016.02.11,1.12930,1.13712,1.12733,1.13222,107448,
2016.02.12,1.13222,1.13332,1.12136,1.12542,97925,
2016.02.15,1.12361,1.12487,1.11274,1.11525,89379,
2016.02.16,1.11534,1.11925,1.11237,1.11429,99276,
2016.02.17,1.11428,1.11784,1.11093,1.11259,98250,
2016.02.18,1.11265,1.11490,1.10705,1.11061,95814,
2016.02.19,1.11063,1.11387,1.10705,1.11292,90791,
2016.02.22,1.11103,1.11238,1.10026,1.10284,94047,
2016.02.23,1.10283,1.10519,1.09896,1.10188,102447,
2016.02.24,1.10180,1.10456,1.09568,1.10118,107491,
2016.02.25,1.10121,1.10493,1.09949,1.10169,97496,
2016.02.26,1.10166,1.10677,1.09155,1.09397,92769,
2016.02.29,1.09116,1.09620,1.08587,1.08720,96523,
2016.03.01,1.08721,1.08928,1.08336,1.08656,97813,
2016.03.02,1.08658,1.08803,1.08250,1.08671,90148,
2016.03.03,1.08671,1.09720,1.08530,1.09561,85573,
2016.03.04,1.09561,1.10425,1.09190,1.10011,80623,
2016.03.07,1.09901,1.10252,1.09395,1.10124,70246,
2016.03.08,1.10124,1.10573,1.09932,1.10106,96613,
2016.03.09,1.10105,1.10343,1.09455,1.09977,83860,
2016.03.10,1.09977,1.12172,1.08444,1.11767,100332,
2016.03.11,1.11767,1.12090,1.10798,1.11499,94392,
2016.03.14,1.11452,1.11755,1.10771,1.11013,83867,
2016.03.15,1.11009,1.11200,1.10714,1.11053,83454,
2016.03.16,1.11048,1.12358,1.10574,1.12122,90131,
2016.03.17,1.12113,1.13388,1.12051,1.13152,76469,
2016.03.18,1.13153,1.13362,1.12555,1.12673,51354,
2016.03.21,1.12681,1.12841,1.12341,1.12387,42290,
2016.03.22,1.12380,1.12593,1.11878,1.12151,51581,
2016.03.23,1.12141,1.12228,1.11589,1.11796,38927,
2016.03.24,1.11794,1.11871,1.11437,1.11783,45743,
2016.03.25,1.11778,1.11788,1.11519,1.11632,49770,
2016.03.28,1.11604,1.12192,1.11522,1.11940,40045,
2016.03.29,1.11937,1.13025,1.11683,1.12901,75250,
2016.03.30,1.12901,1.13619,1.12823,1.13364,76813,
2016.03.31,1.13364,1.14111,1.13096,1.13780,77694,
2016.04.01,1.13780,1.14373,1.13398,1.13891,75193,
2016.04.04,1.14000,1.14119,1.13567,1.13887,70889,
2016.04.05,1.13886,1.14045,1.13393,1.13828,71555,
2016.04.06,1.13827,1.14296,1.13297,1.13984,70334,
2016.04.07,1.13983,1.14534,1.13429,1.13769,80600,
2016.04.08,1.13769,1.14167,1.13485,1.14007,79904,
2016.04.11,1.14133,1.14458,1.13714,1.14095,80679,
2016.04.12,1.14086,1.14643,1.13489,1.13845,83195,
2016.04.13,1.13844,1.13905,1.12687,1.12728,82743,
2016.04.14,1.12727,1.12938,1.12355,1.12668,76740,
2016.04.15,1.12667,1.13162,1.12451,1.12816,64710,
2016.04.18,1.12993,1.13293,1.12731,1.13119,59725,
2016.04.19,1.13120,1.13837,1.13029,1.13577,63441,
2016.04.20,1.13574,1.13841,1.12896,1.12960,73115,
2016.04.21,1.12960,1.13901,1.12761,1.12864,76208,
2016.04.22,1.12868,1.13078,1.12174,1.12220,72496,
2016.04.25,1.12175,1.12776,1.12160,1.12675,78792,
2016.04.26,1.12676,1.13388,1.12557,1.12963,73507,
2016.04.27,1.12959,1.13432,1.12859,1.13192,73905,
2016.04.28,1.13194,1.13651,1.12955,1.13506,78500,
2016.04.29,1.13505,1.14582,1.13471,1.14502,75555,
2016.05.02,1.14586,1.15356,1.14475,1.15334,82045,
2016.05.03,1.15336,1.16128,1.14949,1.14955,72621,
2016.05.04,1.14956,1.15247,1.14655,1.14854,72897,
2016.05.05,1.14855,1.14930,1.13881,1.14043,68547,
2016.05.06,1.14043,1.14675,1.13858,1.14045,64935,
2016.05.09,1.13938,1.14190,1.13783,1.13818,67112,
2016.05.10,1.13817,1.14063,1.13579,1.13710,62919,
2016.05.11,1.13708,1.14457,1.13683,1.14257,60453,
2016.05.12,1.14257,1.14285,1.13703,1.13751,57894,
2016.05.13,1.13755,1.13789,1.12837,1.13105,61557,
2016.05.16,1.13116,1.13416,1.13015,1.13186,64285,
2016.05.17,1.13185,1.13452,1.13014,1.13108,68038,
2016.05.18,1.13107,1.13155,1.12141,1.12151,74617,
2016.05.19,1.12148,1.12294,1.11793,1.12019,76390,
2016.05.20,1.12014,1.12365,1.11956,1.12158,64478,
2016.05.23,1.12067,1.12421,1.11869,1.12178,69231,
2016.05.24,1.12178,1.12262,1.11317,1.11397,73669,
2016.05.25,1.11398,1.11662,1.11290,1.11541,68985,
2016.05.26,1.11542,1.12159,1.11488,1.11928,73797,
2016.05.27,1.11927,1.12000,1.11102,1.11118,70913,
2016.05.30,1.11123,1.11439,1.10973,1.11357,47350,
2016.05.31,1.11358,1.11727,1.11215,1.11308,90266,
2016.06.01,1.11297,1.11933,1.11134,1.11868,85506,
2016.06.02,1.11865,1.12194,1.11468,1.11504,97434,
2016.06.03,1.11504,1.13564,1.11360,1.13550,84219,
2016.06.06,1.13537,1.13919,1.13256,1.13533,107646,
2016.06.07,1.13532,1.13796,1.13380,1.13559,88386,
2016.06.08,1.13555,1.14081,1.13534,1.13943,86093,
2016.06.09,1.13943,1.14147,1.13049,1.13154,93030,
2016.06.10,1.13156,1.13207,1.12446,1.12527,91316,
2016.06.13,1.12474,1.13021,1.12313,1.12897,111331,
2016.06.14,1.12893,1.12976,1.11882,1.12062,92524,
2016.06.15,1.12065,1.12972,1.11890,1.12586,98300,
2016.06.16,1.12586,1.12894,1.11325,1.12252,110937,
2016.06.17,1.12252,1.12957,1.12217,1.12784,95834,
